Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),Longitude (x),Latitude (y),Station Name,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),DateNum,FlowRate_05BA002,FlowRate_05BA001,FlowRate_05BB001,FlowRate_05BC001,FlowRate_05BD004,FlowRate_05BC008,FlowRate_05BE007,FlowRate_05BE004,FlowRate_05BF025,FlowRate_05BH013,FlowRate_05BG010,FlowRate_05BG006,FlowRate_05BE999,FlowRate_05BH015,FlowRate_05BH005,FlowRate_05BH008,FlowRate_05BH004
-115.55,51.19,BANFF CS,3050519,2014-07-22,23.4,3.4,13.4,4.6,0,,,0,,18,32,-115.03,51.03,KANANASKIS,3053600,22,4.5,13.3,4.7,0,0,0,0,0,735802,14.7,40,105,5.02,5.39,1.13,14.7,109,14.3,0.179,6.19,3.57,189,1.95,179,181,166
-115.55,51.19,BANFF CS,3050519,2014-07-23,25.1,10.7,17.9,0.1,0,,,1.1,,17,48,-115.03,51.03,KANANASKIS,3053600,25,9.5,17.3,0.7,0,2.2,0,2.2,0,735803,12.7,34.8,93.4,4.87,1.73,1.13,19.5,121,14.3,0.171,6.24,3.31,198,1.96,205,213,200
-115.55,51.19,BANFF CS,3050519,2014-07-24,15.6,6.7,11.2,6.8,0,,,3.5,,31,46,-115.03,51.03,KANANASKIS,3053600,16.5,7.5,12,6,0,0.8,0,0.8,0,735804,14.1,35.5,91.9,4.96,1.57,1.14,19,120,14.2,0.171,6.48,3.6,170,2.02,165,147,166
-115.55,51.19,BANFF CS,3050519,2014-07-25,14.5,7.4,11,7,0,,,0,,25,32,-115.03,51.03,KANANASKIS,3053600,17,10,13.5,4.5,0,0,0,0,0,735805,12.2,33.1,91.9,4.86,4.18,1.12,19.5,121,14.3,0.157,6.19,3.17,153,1.84,160,159,157
-115.55,51.19,BANFF CS,3050519,2014-07-26,21.1,3.5,12.3,5.7,0,,,0.2,,22,32,-115.03,51.03,KANANASKIS,3053600,23,4,13.5,4.5,0,0,0,0,0,735806,10.2,27.5,83.6,4.7,0.436,1.11,18.9,119,14.3,0.149,6.08,2.96,140,1.68,145,140,135
-115.55,51.19,BANFF CS,3050519,2014-07-27,25.9,1.5,13.7,4.3,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,26.5,3,14.8,3.2,0,0,0,0,0,735807,9.3,24.4,76,4.57,0.416,1.11,17.1,114,14.3,0.143,6.04,2.8,131,1.56,133,136,130
-115.55,51.19,BANFF CS,3050519,2014-07-28,29.7,3.7,16.7,1.3,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,29.5,5.5,17.5,0.5,0,0,0,0,0,735808,9.19,23.5,72.3,4.46,3.99,1.11,16.2,93.2,14.4,0.138,5.98,2.7,134,1.46,137,126,128
-115.55,51.19,BANFF CS,3050519,2014-07-29,31.8,5.4,18.6,0,0.6,,,0,,3,33,-115.03,51.03,KANANASKIS,3053600,31.5,6.5,19,0,1,2.2,0,2.2,0,735809,9.67,24.4,71.9,4.37,4.32,1.1,16.8,90.3,14.4,0.133,5.93,2.56,133,1.39,134,125,122
-115.55,51.19,BANFF CS,3050519,2014-07-30,31.8,9.7,20.8,0,2.8,,,3.8,,2,37,-115.03,51.03,KANANASKIS,3053600,30,9.5,19.8,0,1.8,0.3,0,0.3,0,735810,10,25.8,72.9,4.31,5.43,1.11,18,87.8,14.9,0.13,5.94,2.64,140,1.33,144,142,123
-115.55,51.19,BANFF CS,3050519,2014-07-31,30.8,5.3,18.1,0,0.1,,,0.2,,10,33,-115.03,51.03,KANANASKIS,3053600,28.5,8,18.3,0,0.3,1.4,0,1.4,0,735811,10.1,27.4,74.5,4.27,5.45,1.11,9.9,88.2,13,0.132,5.9,2.74,112,1.31,116,130,118
-115.55,51.19,BANFF CS,3050519,2014-08-01,27.2,11.7,19.5,0,1.5,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,26,10,18,0,0,0,0,0,0,735812,10,27.6,74.8,4.2,4.11,1.11,11,84.3,12.9,0.133,5.84,2.6,112,1.89,116,115,106
-115.55,51.19,BANFF CS,3050519,2014-08-02,28.8,9,18.9,0,0.9,,,1.4,,36,39,-115.03,51.03,KANANASKIS,3053600,21,9,15,3,0,0,0,0,0,735813,9.98,27.9,74.2,4.15,0.429,1.12,9.1,89.2,13,0.126,5.91,2.53,108,1.85,113,110,99.9
-115.55,51.19,BANFF CS,3050519,2014-08-03,25.7,6.6,16.2,1.8,0,,,0.4,,29,35,-115.03,51.03,KANANASKIS,3053600,26,9,17.5,0.5,0,14,0,14,0,735814,9.81,27.9,74.5,4.11,0.402,1.12,10.2,89.3,13.1,0.184,5.97,3.25,107,1.66,111,110,103
-115.55,51.19,BANFF CS,3050519,2014-08-04,21.7,5.3,13.5,4.5,0,,,2.5,,3,35,-115.03,51.03,KANANASKIS,3053600,21,5,13,5,0,8.8,0,8.8,0,735815,9.24,27.5,75.2,4.15,4.15,1.14,9.5,86.1,13.2,0.207,6.18,3.91,114,1.9,119,119,109
-115.55,51.19,BANFF CS,3050519,2014-08-05,26.9,7.5,17.2,0.8,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,25.5,5,15.3,2.7,0,0,0,0,0,735816,8.72,26.3,72.3,4.08,4.18,1.12,9.6,87.7,13.1,0.191,6.05,3.33,119,2.3,123,125,113
-115.55,51.19,BANFF CS,3050519,2014-08-06,27.6,5.4,16.5,1.5,0,,,0,,24,35,-115.03,51.03,KANANASKIS,3053600,26.5,6,16.3,1.7,0,0,0,0,0,735817,8.9,26.3,70.2,3.96,4.19,1.11,9.6,95.5,13.1,0.162,5.81,2.9,119,2.06,124,127,116
-115.55,51.19,BANFF CS,3050519,2014-08-07,26.4,6.5,16.5,1.5,0,,,0,,6,33,-115.03,51.03,KANANASKIS,3053600,25,8,16.5,1.5,0,0,0,0,0,735818,8.66,25.9,69.2,3.9,1.59,1.12,9.4,89.1,13.1,0.15,5.7,2.64,119,1.71,123,126,116
-115.55,51.19,BANFF CS,3050519,2014-08-08,18.9,9.3,14.1,3.9,0,,,4,,20,35,-115.03,51.03,KANANASKIS,3053600,19,9,14,4,0,1.2,0,1.2,0,735819,9.52,26.9,68.2,3.88,4.2,1.12,14.6,87.9,13.1,0.145,5.75,3.06,119,1.65,123,114,115
-115.55,51.19,BANFF CS,3050519,2014-08-09,23.9,3,13.5,4.5,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,22,3,12.5,5.5,0,0,0,0,0,735820,8.7,25.2,70.1,3.81,0.452,1.11,13.8,86,13.3,0.139,5.68,3.36,118,2.02,122,117,109
-115.55,51.19,BANFF CS,3050519,2014-08-10,27.1,4.9,16,2,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,25.5,5,15.3,2.7,0,0,0,0,0,735821,7.7,23.2,64.4,3.72,0.436,1.1,14.5,85.5,13.1,0.132,5.59,2.8,114,1.88,117,117,109
-115.55,51.19,BANFF CS,3050519,2014-08-11,29.4,5.3,17.4,0.6,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,28,6,17,1,0,0,0,0,0,735822,7.76,23.1,62.4,3.65,4.22,1.1,14.4,82.2,11.7,0.127,5.53,2.56,114,1.57,119,115,106
-115.55,51.19,BANFF CS,3050519,2014-08-12,29.5,7.9,18.7,0,0.7,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,30.5,8,19.3,0,1.3,0,0,0,0,735823,8.19,24.1,62.7,3.6,4.14,1.11,10.3,78.1,11.8,0.123,5.51,2.4,108,1.4,112,111,103
-115.55,51.19,BANFF CS,3050519,2014-08-13,27.9,13.1,20.5,0,2.5,,,0,,22,32,-115.03,51.03,KANANASKIS,3053600,29,11.5,20.3,0,2.3,0.2,0,0.2,0,735824,8.74,25.6,64.1,3.55,4.13,1.09,12.7,76.9,11.8,0.125,5.47,2.32,109,1.29,113,108,99.8
-115.55,51.19,BANFF CS,3050519,2014-08-14,22.7,8.4,15.6,2.4,0,,,1.8,,,<31,-115.03,51.03,KANANASKIS,3053600,22,9.5,15.8,2.2,0,0.4,0,0.4,0,735825,8.64,25.9,65.2,3.56,5.41,1.11,14.4,81.7,11.7,0.136,5.48,2.27,109,1.26,113,111,103
-115.55,51.19,BANFF CS,3050519,2014-08-15,21.6,11.2,16.4,1.6,0,,,1.1,,,<31,-115.03,51.03,KANANASKIS,3053600,21,7,14,4,0,4,0,4,0,735826,8.91,26.4,66.2,3.55,4.22,1.11,14.5,82.3,11.8,0.144,5.52,2.5,106,1.39,111,111,103
-115.55,51.19,BANFF CS,3050519,2014-08-16,21.4,11.9,16.7,1.3,0,,,0.2,,22,35,-115.03,51.03,KANANASKIS,3053600,20,10,15,3,0,6,0,6,0,735827,8.77,28.5,67.4,3.48,0.404,1.11,14.4,87.4,11.7,0.146,5.51,2.53,112,1.5,116,111,103
-115.55,51.19,BANFF CS,3050519,2014-08-17,22,11.8,16.9,1.1,0,,,3.1,,,<31,-115.03,51.03,KANANASKIS,3053600,24,9,16.5,1.5,0,0.2,0,0.2,0,735828,8.88,27.9,67.5,3.48,0.38,1.12,14.4,85.6,11.7,0.143,5.49,2.79,114,1.72,118,115,107
-115.55,51.19,BANFF CS,3050519,2014-08-18,26.7,7.4,17.1,0.9,0,,,0,,23,35,-115.03,51.03,KANANASKIS,3053600,27.5,8,17.8,0.2,0,0,0,0,0,735829,8.38,27.8,66.3,3.4,4.18,1.11,14.4,81.9,11.7,0.13,5.38,2.55,114,1.59,118,115,107
-115.55,51.19,BANFF CS,3050519,2014-08-19,21,11.8,16.4,1.6,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,21,12.5,16.8,1.2,0,0,0,0,0,735830,8.67,27.2,66.4,3.36,4.19,1.11,14.1,88.5,11.7,0.124,5.33,2.36,115,1.42,118,110,102
-115.55,51.19,BANFF CS,3050519,2014-08-20,13.6,4.3,9,9,0,,,9.2,,,<31,-115.03,51.03,KANANASKIS,3053600,11.5,7.5,9.5,8.5,0,25,0,25,0,735831,7.97,24.7,65.4,3.45,4.22,1.13,13.5,90.6,11.8,0.137,5.4,2.34,106,1.4,110,113,108
-115.55,51.19,BANFF CS,3050519,2014-08-21,9.8,7.2,8.5,9.5,0,,,4.7,,,<31,-115.03,51.03,KANANASKIS,3053600,10,7.5,8.8,9.2,0,5.2,0,5.2,0,735832,7.13,21.7,63.1,3.68,5.41,1.14,15.2,91.8,11.9,0.189,5.45,2.67,114,1.95,117,114,106
-115.55,51.19,BANFF CS,3050519,2014-08-22,11.4,7.1,9.3,8.7,0,,,1.2,,,<31,-115.03,51.03,KANANASKIS,3053600,10.5,6.5,8.5,9.5,0,7.2,0,7.2,0,735833,6.59,19.3,59.4,3.55,4.26,1.13,14.3,86.8,11.9,0.211,6.19,4.59,111,2.47,117,117,110
-115.55,51.19,BANFF CS,3050519,2014-08-23,13.9,5.2,9.6,8.4,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,12,5.5,8.8,9.2,0,0,0,0,0,735834,5.93,17.3,55.8,3.49,0.452,1.13,14.2,83.7,11.8,0.223,6.19,6.6,111,3.49,117,117,110
-115.55,51.19,BANFF CS,3050519,2014-08-24,18.6,0.5,9.6,8.4,0,,,0.2,,3,35,-115.03,51.03,KANANASKIS,3053600,17.5,1,9.3,8.7,0,0,0,0,0,735835,5.6,15.7,52.7,3.4,0.416,1.11,13.7,74,11.8,0.208,5.64,4.72,106,3.07,112,112,107
-115.55,51.19,BANFF CS,3050519,2014-08-25,20.9,1.5,11.2,6.8,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,21,1,11,7,0,0,0,0,0,735836,5.33,15,50.5,3.31,4.02,1.11,13,74.3,11.7,0.194,5.44,4.17,109,2.5,114,109,103
-115.55,51.19,BANFF CS,3050519,2014-08-26,24.4,0.9,12.7,5.3,0,,,0,,24,33,-115.03,51.03,KANANASKIS,3053600,25.5,3,14.3,3.7,0,0,0,0,0,735837,5.18,15.5,48.9,3.24,4.25,1.1,12.8,72,11.8,0.18,5.31,3.68,108,2.11,113,111,105
-115.55,51.19,BANFF CS,3050519,2014-08-27,25.1,10.8,18,0,0,,,0,,26,37,-115.03,51.03,KANANASKIS,3053600,25.5,10,17.8,0.2,0,0,0,0,0,735838,5.9,17.4,49.9,3.18,4.21,1.11,10.2,69.5,11.9,0.168,5.23,3.32,108,1.84,113,109,104
-115.55,51.19,BANFF CS,3050519,2014-08-28,16.4,4.6,10.5,7.5,0,,,8.2,,,<31,-115.03,51.03,KANANASKIS,3053600,13,8,10.5,7.5,0,12.6,0,12.6,0,735839,7.59,19.9,52.6,3.23,5.44,1.14,1.5,67.9,11.9,0.178,5.33,3.53,91.3,1.75,97.9,97,95.6
-115.55,51.19,BANFF CS,3050519,2014-08-29,20.7,5,12.9,5.1,0,,,3.4,,28,44,-115.03,51.03,KANANASKIS,3053600,20.5,2,11.3,6.7,0,0,0,0,0,735840,7.04,20.3,56.6,3.26,4.23,1.15,7.3,69.7,11.8,0.17,5.35,4.02,90.5,1.93,97.3,91,88.5
-115.55,51.19,BANFF CS,3050519,2014-08-30,15,5.9,10.5,7.5,0,,,0.8,,31,32,-115.03,51.03,KANANASKIS,3053600,16.5,4,10.3,7.7,0,0,0,0,0,735841,7.69,20.6,57.4,3.26,0.443,1.15,7.4,76.1,11.7,0.159,5.28,3.77,94.3,1.9,101,91,87.3
-115.55,51.19,BANFF CS,3050519,2014-08-31,15.7,4.2,10,8,0,,,0.3,,32,35,-115.03,51.03,KANANASKIS,3053600,17.5,3,10.3,7.7,0,0,0,0,0,735842,6.68,17.2,55.9,3.19,0.443,1.14,7.8,75.1,11.8,0.149,5.16,3.4,77,1.68,85.7,86.7,83.1
-115.55,51.19,BANFF CS,3050519,2014-09-01,17,4.1,10.6,7.4,0,,,0,,23,39,-115.03,51.03,KANANASKIS,3053600,19,2,10.5,7.5,0,0,0,0,0,735843,5.72,14.2,51.3,3.15,4.29,1.13,7.9,73.4,11.8,0.141,5.09,3.14,101,1.5,107,94.3,90.6
-115.55,51.19,BANFF CS,3050519,2014-09-02,11.1,6,8.6,9.4,0,,,2.5,,,<31,-115.03,51.03,KANANASKIS,3053600,14.5,6,10.3,7.7,0,36.6,0,36.6,0,735844,6.61,14.6,49.7,3.16,4.24,1.14,7.4,71.6,11.8,0.142,5.12,2.97,97.1,1.37,104,111,105
-115.55,51.19,BANFF CS,3050519,2014-09-03,11.4,0.1,5.8,12.2,0,,,5.2,,,<31,-115.03,51.03,KANANASKIS,3053600,10.5,4.5,7.5,10.5,0,1.6,0,1.6,0,735845,7.11,13.8,52.9,3.53,3.99,1.18,8.2,84.9,10.6,0.418,5.23,3.54,64.8,1.59,75.9,66.5,67.6
-115.55,51.19,BANFF CS,3050519,2014-09-04,15.4,-1.3,7.1,10.9,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,16.5,-1,7.8,10.2,0,0,0,0,0,735846,6.07,11.7,49.8,3.38,5.36,1.16,7.2,81.2,10.5,0.432,5.16,3.44,104,3.06,112,100,97.8
-115.55,51.19,BANFF CS,3050519,2014-09-05,19.5,-0.8,9.4,8.6,0,,,0,,21,35,-115.03,51.03,KANANASKIS,3053600,21,-0.5,10.3,7.7,0,0,0,0,0,735847,5.37,10.5,46.4,3.27,4.31,1.14,7.6,76.1,14.7,0.393,5.1,3.35,99,2.83,106,98.7,97.4
-115.55,51.19,BANFF CS,3050519,2014-09-06,23.2,1,12.1,5.9,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,24.5,1,12.8,5.2,0,0,0,0,0,735848,5.04,10.1,43.9,3.3,0.447,1.13,6.5,73.6,14.6,0.354,5.06,3.38,92.6,2.38,101,98.3,97.1
-115.55,51.19,BANFF CS,3050519,2014-09-07,22.7,4.4,13.6,4.4,0,,,0,,24,37,-115.03,51.03,KANANASKIS,3053600,25,4,14.5,3.5,0,5.8,1,6.8,0,735849,4.95,10,42.5,3.25,0.431,1.12,6.2,66.3,14.6,0.328,5.08,3.31,81.4,2.08,89.3,87.5,87.6
-115.55,51.19,BANFF CS,3050519,2014-09-08,10.5,-1.5,4.5,13.5,0,,,21,,10,41,-115.03,51.03,KANANASKIS,3053600,1,-0.5,0.3,17.7,0,0,16,21,0,735850,8.85,14.7,48.3,3.51,4.03,1.17,6.2,66.8,12,0.332,5.8,4.69,71.4,2.25,81.8,72.8,79.4
-115.55,51.19,BANFF CS,3050519,2014-09-09,2.3,-2,0.2,17.8,0,,,7,,,<31,-115.03,51.03,KANANASKIS,3053600,1,-2.5,-0.8,18.8,0,0,27.2,27,15,735851,8.11,14,58.9,3.48,4.04,1.17,8.1,79.5,10.3,0.303,5.71,4.5,72.3,2.87,82.7,80.8,80
-115.55,51.19,BANFF CS,3050519,2014-09-10,0.5,-4.1,-1.8,19.8,0,,,11.8,,,<31,-115.03,51.03,KANANASKIS,3053600,0,-2,-1,19,0,0,16.4,16.2,30,735852,7.39,12.8,55.2,3.5,4.07,1.18,6.5,82.1,12,0.308,5.8,4.5,81.1,3.31,92.6,83.3,87.3
-115.55,51.19,BANFF CS,3050519,2014-09-11,8.9,-8.9,0,18,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,8,-10.5,-1.3,19.3,0,0,0,0,39,735853,6.48,11.2,51.3,3.41,5.38,1.17,6.1,78.1,11.9,0.292,5.69,4.19,107,3.33,115,115,108
-115.55,51.19,BANFF CS,3050519,2014-09-12,5.9,-1.7,2.1,15.9,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,6.5,-2.5,2,16,0,0.6,0,0.6,22,735854,6.12,10.3,48.8,3.42,4.25,1.18,6.5,75.5,11.9,0.308,5.72,4.45,95.2,3.52,106,97,106
-115.55,51.19,BANFF CS,3050519,2014-09-13,14.3,-3.4,5.5,12.5,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,12,-2,5,13,0,0,0,0,0,735855,5.55,9.6,46.4,3.36,0.44,1.18,6.2,73.7,12,0.319,5.87,4.5,91.9,3.79,105,97.7,97.2
-115.55,51.19,BANFF CS,3050519,2014-09-14,18.9,-0.7,9.1,8.9,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,17.5,0,8.8,9.2,0,0,0,0,0,735856,5.23,9.05,44.5,3.45,0.429,1.18,6.5,67.6,11.9,0.387,6.22,5.73,91.1,4.92,105,95.6,98.2
-115.55,51.19,BANFF CS,3050519,2014-09-15,22.5,-1.2,10.7,7.3,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,21.5,-0.5,10.5,7.5,0,0,0,0,0,735857,5,8.58,43.4,3.63,4.02,1.18,8.8,68.1,11.9,0.518,6.26,6.43,87.8,5.55,103,95,96
-115.55,51.19,BANFF CS,3050519,2014-09-16,23.9,1.7,12.8,5.2,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,25,1,13,5,0,0,0,0,0,735858,4.83,8.36,42.8,3.66,4.23,1.15,3.4,68.8,12,0.661,6.13,6.77,91.7,5.67,107,101,102
-115.55,51.19,BANFF CS,3050519,2014-09-17,24.4,-0.6,11.9,6.1,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,24.5,0,12.3,5.7,0,0,0,0,0,735859,4.65,8.37,42.4,3.54,4.23,1.17,5.9,63.7,11.9,0.73,5.92,6.45,89.3,5.84,101,95.5,98.5
-115.55,51.19,BANFF CS,3050519,2014-09-18,20.1,10.5,15.3,2.7,0,,,0,,22,32,-115.03,51.03,KANANASKIS,3053600,22.5,7,14.8,3.2,0,0,0,0,0,735860,4.83,9.57,42.1,3.44,5.18,1.17,5.9,66.1,11.9,0.698,5.77,6.01,95.4,5.5,110,96.4,96.3
-115.55,51.19,BANFF CS,3050519,2014-09-19,18.4,10.1,14.3,3.7,0,,,0,,24,46,-115.03,51.03,KANANASKIS,3053600,21.5,9.5,15.5,2.5,0,0,0,0,0,735861,5.36,12.6,45.1,3.4,4.21,1.18,6.3,68.5,11.8,0.612,5.63,5.61,75.1,4.88,93.4,91,93.9
-115.55,51.19,BANFF CS,3050519,2014-09-20,21.5,4.6,13.1,4.9,0,,,0,,24,35,-115.03,51.03,KANANASKIS,3053600,24,1,12.5,5.5,0,0,0,0,0,735862,5.07,13.1,48,3.34,0.438,1.17,6.7,65.3,9.09,0.531,5.51,4.7,83.4,4.21,96.6,90.8,92.6
-115.55,51.19,BANFF CS,3050519,2014-09-21,26,2.2,14.1,3.9,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,27,2,14.5,3.5,0,0,0,0,0,735863,4.65,13.3,47.4,3.3,0.668,1.18,6.7,67.5,9.18,0.478,5.46,4.26,83.8,3.71,96.7,91,94.3
-115.55,51.19,BANFF CS,3050519,2014-09-22,25.7,5.8,15.8,2.2,0,,,0,,22,37,-115.03,51.03,KANANASKIS,3053600,27,5,16,2,0,0,0,0,0,735864,4.51,13.8,46.4,3.26,4.01,1.17,7.2,69.8,12,0.437,5.42,4.03,90,3.32,102,89.4,93
-115.55,51.19,BANFF CS,3050519,2014-09-23,19.2,9.1,14.2,3.8,0,,,4.1,,,<31,-115.03,51.03,KANANASKIS,3053600,19,9.5,14.3,3.7,0,1.4,0,1.4,0,735865,5.87,16,47.7,3.29,4.21,1.18,6.5,72.6,13.4,0.407,5.47,4,97.8,3.06,109,94.5,94.8
-115.55,51.19,BANFF CS,3050519,2014-09-24,19.6,10.1,14.9,3.1,0,,,0.2,,24,35,-115.03,51.03,KANANASKIS,3053600,23.5,10,16.8,1.2,0,0,0,0,0,735866,6.27,18.5,51.8,3.24,4.21,1.18,6.3,75.9,14.8,0.377,5.46,3.95,97.5,2.88,109,97.3,100
-115.55,51.19,BANFF CS,3050519,2014-09-25,22.3,7.4,14.9,3.1,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,23,5,14,4,0,0,0,0,0,735867,6.46,20.8,57.8,3.22,5.43,1.17,6.5,78.1,14.8,0.351,5.46,3.76,97.8,2.69,109,97.4,99.6
-115.55,51.19,BANFF CS,3050519,2014-09-26,15.7,7.1,11.4,6.6,0,,,0.5,,25,35,-115.03,51.03,KANANASKIS,3053600,16.5,6,11.3,6.7,0,0.8,0,0.8,0,735868,6.48,21.2,57.8,3.23,4.19,1.18,6.7,75.8,12,0.335,5.49,3.67,97.7,2.55,109,102,105
-115.55,51.19,BANFF CS,3050519,2014-09-27,9.9,1.8,5.9,12.1,0,,,0.2,,,<31,-115.03,51.03,KANANASKIS,3053600,6.5,4.5,5.5,12.5,0,0.4,0,0.4,0,735869,5.63,18.5,57.4,3.22,0.559,1.17,6.9,76.8,9.09,0.315,5.51,3.6,97.7,2.45,109,103,107
-115.55,51.19,BANFF CS,3050519,2014-09-28,16.5,2.1,9.3,8.7,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,16.5,-1,7.8,10.2,0,0,0,0,0,735870,4.91,15.8,53.4,3.16,0.451,1.15,7.1,72.6,9.24,0.3,5.56,3.54,106,2.36,117,107,112
-115.55,51.19,BANFF CS,3050519,2014-09-29,16.8,1.6,9.2,8.8,0,,,0,,24,35,-115.03,51.03,KANANASKIS,3053600,20.5,1,10.8,7.2,0,0,0,0,0,735871,4.55,13.6,49.9,3.14,4.27,1.15,6.4,74.8,14.9,0.287,5.6,3.42,79.9,2.26,92.9,90.7,96.9
-115.55,51.19,BANFF CS,3050519,2014-09-30,11.3,0.3,5.8,12.2,0,,,4.7,,,<31,-115.03,51.03,KANANASKIS,3053600,7,4.5,5.8,12.2,0,6.2,0,6.2,0,735872,4.67,12.6,47.9,3.17,4.58,1.16,6.5,74.2,14.9,0.299,5.64,3.36,88.9,2.16,101,82.1,85.6
-115.55,51.19,BANFF CS,3050519,2014-10-01,12.1,-1.1,5.5,12.5,0,,,2.2,,24,46,-115.03,51.03,KANANASKIS,3053600,13,-2,5.5,12.5,0,3.2,12,16.6,0,735873,4.45,11,46.3,3.16,4.89,1.14,7.6,73.6,14.9,0.284,5.65,3.33,88.8,2.11,101,88.2,91.6
-115.55,51.19,BANFF CS,3050519,2014-10-02,8,-1.6,3.2,14.8,0,,,1.5,,,<31,-115.03,51.03,KANANASKIS,3053600,6.5,-3,1.8,16.2,0,0,0,0,12,735874,4.23,9.98,44,3.12,6.01,1.14,8.2,73,14,0.28,5.64,3.31,88.9,2.13,102,91.3,94.5
-115.55,51.19,BANFF CS,3050519,2014-10-03,12,-3.5,4.3,13.7,0,,,0,,22,39,-115.03,51.03,KANANASKIS,3053600,14.5,-7,3.8,14.2,0,0,0,0,1,735875,3.91,8.82,41.4,3.07,6.41,1.14,7.6,71.2,15,0.263,5.66,3.2,88.9,2.19,102,84.2,89.1
-115.55,51.19,BANFF CS,3050519,2014-10-04,16.5,4.9,10.7,7.3,0,,,0,,22,37,-115.03,51.03,KANANASKIS,3053600,19,10,14.5,3.5,0,0,0,0,0,735876,3.92,8.43,39.8,3.02,4.36,1.13,7.9,73.5,15,0.277,5.68,3.16,88.8,2.16,102,85.1,88
-115.55,51.19,BANFF CS,3050519,2014-10-05,18.6,2.6,10.6,7.4,0,,,0,,22,33,-115.03,51.03,KANANASKIS,3053600,19.5,2,10.8,7.2,0,0,0,0,0,735877,3.74,8.28,38.9,2.98,1.96,1.12,8.8,58.2,7.78,0.257,5.67,3,71.4,2.08,85.3,82.1,86.4
-115.55,51.19,BANFF CS,3050519,2014-10-06,20.9,8.7,14.8,3.2,0,,,0,,22,44,-115.03,51.03,KANANASKIS,3053600,21.5,12.5,17,1,0,0,0,0,0,735878,3.66,8.82,37.8,2.96,7.64,1.12,7.7,67.7,14.8,0.242,5.68,2.89,70.3,1.93,83.7,71.9,78
-115.55,51.19,BANFF CS,3050519,2014-10-07,17.4,1.5,9.5,8.5,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,15.5,0,7.8,10.2,0,0,0,0,0,735879,3.56,8.52,38.1,2.96,4.26,1.11,8.3,66.7,14.8,0.231,5.66,2.79,80.4,1.81,92.7,79.4,83.6
-115.55,51.19,BANFF CS,3050519,2014-10-08,18.6,-1,8.8,9.2,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,16.5,-1.5,7.5,10.5,0,0,0,0,0,735880,3.47,8.15,36.9,2.94,4.23,1.11,7.3,63.9,14.8,0.223,5.65,2.72,78,1.71,89.3,78.8,84
-115.55,51.19,BANFF CS,3050519,2014-10-09,17.2,-3.3,7,11,0,,,0,,,<31,-115.03,51.03,KANANASKIS,3053600,16,-2,7,11,0,0,0,0,0,735881,3.34,7.68,35.9,2.93,5.61,1.11,7.7,64.9,14.9,0.215,5.63,2.63,79.8,1.65,92.2,77.2,83.6
-115.55,51.19,BANFF CS,3050519,2014-10-10,18.7,-2.5,8.1,9.9,0,,,0,,24,43,-115.03,51.03,KANANASKIS,3053600,21,-2,9.5,8.5,0,0,0,0,0,735882,3.26,7.29,34.8,2.92,4.23,1.1,7.9,58.4,7.73,0.209,5.63,2.59,80.1,1.58,91.3,74.3,80.3
-115.55,51.19,BANFF CS,3050519,2014-10-11,14.2,4.3,9.3,8.7,0,,,0,,25,43,-115.03,51.03,KANANASKIS,3053600,15.5,4,9.8,8.2,0,0,0,0,0,735883,3.35,7.34,34,2.91,2.04,1.1,8.3,54.6,7.54,0.202,5.61,2.52,66.8,1.53,78.7,66.7,71.3
